AScore_Sample58,AScore_Sample59,AScore_Sample60,AScore_Sample61,AScore_Sample62,AScore_Sample63,AScore_Sample64,AScore_Sample65,AScore_Sample66,AScore_Sample67,AScore_Sample68,AScore_Sample69,AScore_Sample70,AScore_Sample71,AScore_Sample72,AScore_Sample73,AScore_Sample74,AScore_Sample75,AScore_Sample76,AScore_Sample77,AScore_Sample78,AScore_Sample79,AScore_Sample80,AScore_Sample81,AScore_Sample82,AScore_Sample83,AScore_Sample84,AScore_Sample157,AScore_Sample158,AScore_Sample159,AScore_Sample160,AScore_Sample161,AScore_Sample162,AScore_Sample163,AScore_Sample164,AScore_Sample165,AScore_Sample166,AScore_Sample167,AScore_Sample168,AScore_Sample169,AScore_Sample170,AScore_Sample171,AScore_Sample172,AScore_Sample173,AScore_Sample174,AScore_Sample175,AScore_Sample176,AScore_Sample177,AScore_Sample178,AScore_Sample179,AScore_Sample180,AScore_Sample181,AScore_Sample182,AScore_Sample183
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P5:Dihydroxy:81.81;K6:Propionate labeling reagent light:52.68,NA,P5:Dihydroxy:83.89;K6:Propionate labeling reagent light:29.88,P5:Dihydroxy:61.82;K6:Propionate labeling reagent light:46.62,P5:Dihydroxy:56.54;K6:Propionate labeling reagent light:61.30,NA,NA,P5:Dihydroxy:15.08;K6:Propionate labeling reagent light:37.99
NA,K6:Propionate labeling reagent light:15.48;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:65.44;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:56.94;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:56.99;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:61.26;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:86.16;Q9:Deamidation (NQ):1000.00,NA,K6:Propionate labeling reagent light:56.99;Q9:Deamidation (NQ):1000.00,NA,NA,NA,K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,NA,K6:Propionate labeling reagent light:78.33;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:79.02;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:61.30;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:38.19;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:79.02;Q9:Deamidation (NQ):1000.00,NA,K6:Propionate labeling reagent light:76.17;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:76.17;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:73.54;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:95.62;Q9:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,K6:Propionate labeling reagent light:62.80;Q9:Deamidation (NQ):1000.00,NA,K6:Propionate labeling reagent light:41.96;Q9:Deamidation (NQ):1000.00,NA,NA,K6:Propionate labeling reagent light:87.95;Q9:Deamidation (NQ):1000.00,NA,NA,NA,NA,K6:Propionate labeling reagent light:44.27;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:64.28;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:61.26;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:86.16;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:52.68;Q9:Deamidation (NQ):1000.00,K6:Propionate labeling reagent light:61.26;Q9:Deamidation (NQ):1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K6:Propionate labeling reagent light:53.48;R12:Citrullination:1000.00,NA,NA,NA,NA,NA,NA,NA
V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,NA,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,NA,NA,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,NA,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00,V1:Propionate labeling reagent light:1000.00;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:1000.00
V1:Propionate labeling reagent light:1000.00;K6:Propionate labeling reagent light:1000.00;Q9:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V1:Carbamylation:68.60;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:68.60,NA,NA,V1:Carbamylation:96.93;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,NA,NA,NA,NA,NA,V1:Carbamylation:86.16;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:86.16,NA,NA,V1:Carbamylation:98.37;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,V1:Carbamylation:95.62;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:95.62,V1:Carbamylation:98.37;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,NA,V1:Carbamylation:76.42;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:76.42,V1:Carbamylation:99.73;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:99.73,NA,V1:Carbamylation:77.53;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:77.53,V1:Carbamylation:98.37;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,NA,NA,NA,NA,NA,NA,V1:Carbamylation:68.60;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:68.60,NA,V1:Carbamylation:38.32;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:38.32,NA,V1:Carbamylation:60.87;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:60.87,NA,NA,NA,NA,V1:Carbamylation:119.32;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:119.32,V1:Carbamylation:56.99;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:56.99,NA,V1:Carbamylation:45.16;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:45.16,V1:Carbamylation:76.42;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:76.42,V1:Carbamylation:119.54;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:119.54,V1:Carbamylation:56.99;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:56.99,V1:Carbamylation:107.29;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:107.29,NA,V1:Carbamylation:79.02;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:79.02,V1:Carbamylation:68.60;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:68.60,V1:Carbamylation:61.26;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:61.26,V1:Carbamylation:86.16;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:86.16,V1:Carbamylation:105.53;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:105.53,V1:Carbamylation:86.16;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:86.16,V1:Carbamylation:81.69;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:81.69,V1:Carbamylation:105.53;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:105.53,V1:Carbamylation:119.54;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:119.54
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamylation:1000.00;P5:Dihydroxy:37.50;K6:Dimethylation(KR):41.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
V1:Carbamidomethylation (DHKE  X@N-term):52.68;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:52.68,V1:Carbamidomethylation (DHKE  X@N-term):46.62;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:46.62,V1:Carbamidomethylation (DHKE  X@N-term):66.90;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:66.90,NA,NA,NA,NA,NA,NA,V1:Carbamidomethylation (DHKE  X@N-term):90.99;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:90.99,V1:Carbamidomethylation (DHKE  X@N-term):79.02;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:79.02,V1:Carbamidomethylation (DHKE  X@N-term):95.62;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:95.62,V1:Carbamidomethylation (DHKE  X@N-term):96.93;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:96.93,V1:Carbamidomethylation (DHKE  X@N-term):72.78;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:72.78,NA,NA,V1:Carbamidomethylation (DHKE  X@N-term):72.78;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:72.78,V1:Carbamidomethylation (DHKE  X@N-term):79.02;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:79.02,NA,V1:Carbamidomethylation (DHKE  X@N-term):51.34;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:51.34,V1:Carbamidomethylation (DHKE  X@N-term):68.60;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:68.60,NA,V1:Carbamidomethylation (DHKE  X@N-term):98.37;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:98.37,V1:Carbamidomethylation (DHKE  X@N-term):61.30;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:61.30,V1:Carbamidomethylation (DHKE  X@N-term):52.68;M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:52.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamidomethylation (DHKE  X@N-term):41.94;P5:Dihydroxy:27.33;K6:Acetylation (K):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamidomethylation (DHKE  X@N-term):19.69;P5:Dihydroxy:44.44;K6:Dihydroxy:55.13,V1:Carbamidomethylation (DHKE  X@N-term):0.00;P5:Dihydroxy:53.63;K6:Dihydroxy:63.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V1:Carbamidomethylation (DHKE  X@N-term):23.15;P5:Dihydroxy:52.22;K6:Dihydroxy:56.47
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T2:Phosphorylation (STY):1000.00;P5:Dihydroxy:67.13;K6:Lactylation:1000.00,NA,NA,NA,NA,NA,NA,T2:Phosphorylation (STY):1000.00;P5:Dihydroxy:43.57;K6:Lactylation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:68.60;Q9:Deamidation (NQ):1000.00,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:50.40;Q9:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M4:Oxidation (M):1000.00;K6:Propionate labeling reagent light:77.53;Q9:Deamidation (NQ):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,P5:Dihydroxy:29.06;K6:Carbamylation:15.48;D7:Dehydration:21.59,NA,NA,NA,NA,NA,NA,P5:Dihydroxy:39.40;K6:Carbamylation:20.54;D7:Dehydration:0.00,NA,NA,NA,NA,NA,P5:Dihydroxy:0.00;K6:Carbamylation:35.03;D7:Dehydration:37.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P5:Dihydroxy:23.22;K6:Carbamylation:55.60;D7:Dehydration:44.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,K9:Propionate labeling reagent light:8.51;K10:Propionate labeling reagent light:13.41;K21:Propionate labeling reagent light:104.02,K9:Propionate labeling reagent light:13.04;K10:Propionate labeling reagent light:17.29;K21:Propionate labeling reagent light:118.22,NA,K9:Propionate labeling reagent light:4.02;K10:Propionate labeling reagent light:7.57;K21:Propionate labeling reagent light:89.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K9:Propionate labeling reagent light:13.67;K10:Propionate labeling reagent light:28.11;K21:Propionate labeling reagent light:172.72,NA,K9:Propionate labeling reagent light:41.96;K10:Propionate labeling reagent light:63.05;K21:Propionate labeling reagent light:311.33,K9:Propionate labeling reagent light:21.81;K10:Propionate labeling reagent light:40.16;K21:Propionate labeling reagent light:268.38,K9:Propionate labeling reagent light:24.34;K10:Propionate labeling reagent light:46.57;K21:Propionate labeling reagent light:192.69,NA,K9:Propionate labeling reagent light:27.11;K10:Propionate labeling reagent light:50.04;K21:Propionate labeling reagent light:234.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K9:Propionate labeling reagent light:16.55;K10:Propionate labeling reagent light:29.79;K21:Propionate labeling reagent light:166.98,K9:Propionate labeling reagent light:17.07;K10:Propionate labeling reagent light:22.19;K21:Propionate labeling reagent light:149.90,K9:Propionate labeling reagent light:8.77;K10:Propionate labeling reagent light:20.40;K21:Propionate labeling reagent light:172.72,NA,K9:Propionate labeling reagent light:6.76;K10:Propionate labeling reagent light:17.44;K21:Propionate labeling reagent light:148.67,K9:Propionate labeling reagent light:9.70;K10:Propionate labeling reagent light:15.24;K21:Propionate labeling reagent light:90.45,K9:Propionate labeling reagent light:25.00;K10:Propionate labeling reagent light:28.11;K21:Propionate labeling reagent light:138.90,K9:Propionate labeling reagent light:31.91;K10:Propionate labeling reagent light:51.66;K21:Propionate labeling reagent light:183.36,K9:Propionate labeling reagent light:17.32;K10:Propionate labeling reagent light:28.13;K21:Propionate labeling reagent light:181.11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K1:Propionate labeling reagent light:98.37;K5:Propionate labeling reagent light:14.02;K8:Propionate labeling reagent light:33.18,K1:Propionate labeling reagent light:80.35;K5:Propionate labeling reagent light:12.28;K8:Propionate labeling reagent light:25.66,K1:Propionate labeling reagent light:127.18;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:39.76,K1:Propionate labeling reagent light:86.16;K5:Propionate labeling reagent light:12.28;K8:Propionate labeling reagent light:28.86,K1:Propionate labeling reagent light:142.99;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:48.87,K1:Propionate labeling reagent light:115.97;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:55.92,K1:Propionate labeling reagent light:100.21;K5:Propionate labeling reagent light:24.44;K8:Propionate labeling reagent light:46.20,K1:Propionate labeling reagent light:142.99;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:52.04,K1:Propionate labeling reagent light:142.99;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:46.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K1:Propionate labeling reagent light:142.99;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:36.05,K1:Propionate labeling reagent light:96.93;K5:Propionate labeling reagent light:14.02;K8:Propionate labeling reagent light:30.83,K1:Propionate labeling reagent light:107.29;K5:Propionate labeling reagent light:26.02;K8:Propionate labeling reagent light:33.18,K1:Propionate labeling reagent light:143.55;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:48.87,K1:Propionate labeling reagent light:107.29;K5:Propionate labeling reagent light:20.00;K8:Propionate labeling reagent light:40.00,K1:Propionate labeling reagent light:142.99;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:32.28,K1:Propionate labeling reagent light:142.99;K5:Propionate labeling reagent light:33.98;K8:Propionate labeling reagent light:39.76,K1:Propionate labeling reagent light:115.97;K5:Propionate labeling reagent light:27.96;K8:Propionate labeling reagent light:45.01,K1:Propionate labeling reagent light:98.37;K5:Propionate labeling reagent light:14.02;K8:Propionate labeling reagent light:30.83
